Gene,Anastrozole,Abiraterone,Bexarotene,Metformin,Dexamethasone,Cigarette smoke,Harman,Plx4032,Atorvastatin,Vemurafenib,Trastuzumab,Gatifloxacin,"2,3,7,8-tetrachlorodibenzo-p-dioxin",Formoterol,Ubiquinol,Temozolomide,Hodgkin lymphoma,Pimecrolimus,Chlorpyrifos,Letrozole,Tibolone,Diclofenac,Cadmium,Colchicine,Propofol,Sevoflurane,Nsc319726,Nvp-tnks656,Gefitinib,Estradiol,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",Mercury,Chromium,Metoprolol,Imatinib,Doxorubicin,Apratoxin a,Hydroxyzine,Ribavirin,Sorafenib,Argyrin a,Lysophosphatidic acid,Adenosine triphosphate,Torcetrapib,Nickel,Deferasirox,Alfacalcidol,Plx4720,Fluorouracil,Epz004777,Chlorambucil,Thapsigargin,Bpde,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",Phenol,Nilotinib,Quercetin,Imatinib (glivec),Luteolin,Nitric oxide,Phorbol 12-myristate 13-acetate (pma),Bortezomib,"3,3',4,4'-tetrachlorobiphenyl",Foretinib,Neocarzinostatin,R1881,Mk-886,Fenretinide,Telapristone acetate,Testosterone,Curcumin,Cediranib,Vx,"Puromycin, 2xec50, 3 d",Mek inhibitor (meki : azd6244),"Puromycin, ec50, 3 d",Triiodothyronine-[13c6] hydrochloride (t3 thyronine),Sapphyrin pci-2050 (2.5 &icirc;&frac14;m),"1,25 dihydroxyvitamin d",Paclitaxel,Isotretinoin,Folic acid,"2,3-dimethoxy-1,4-naphtoquinone (dmnq)",Mesalazine,Levofloxacin,Heregulin,Lmp-420,Mycophenolic acid,Lipopolysaccharide,Ethanol,Azathioprine,Fluticasone,Aplidin,Celecoxib,Resveratrol,4-hydroxytamoxifen,Cholestyramine,Actinomycin d,Grepafloxacin,Cocaine,Citalopram,"1,2,4-benzenetriol",Bisphenol a,Aminolevulinic acid,Calcitriol,Sirolimus,Sb 216763,Cyfluthrin,Dasatinib,Androstanolone,Carboplatin,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),Carboplatin (30 h),Carboplatin (24 h),Carboplatin (36 h),Methylphenidate,Laminin,Vanadium pentoxide,Cytarabine,"Puromycin, 2xec50, 1d","Puromycin, ec50, 5 d","Puromycin, ec50, 1 d",Hydrocortisone,Hypochlorous acid,Decitabine,Y15,Azacitidine,Methotrexate,Zinc acetate,Arsenic,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)",Cisplatin,Insulin,Motexafin gadolinium (4 h),Arachidonic acid,Promegestone,Doxycycline,Fgfr-specific pd173074 inhibitor,Antimony,Mln4924,Sangivamycin (nsc 65346),Gamma-tocotrienol,Pioglitazone,Tretinoin,Cycloheximide,Ciprofloxacin,Motexafin gadolinium,Nicotine,Sulforaphane
CALM2,3310.24,101.76,6714.76,38401.33,474.31,20317.16,1608.53,4363.91,152.18,3955.23,497.47,1046.61,10293.46,1417.34,16748.67,17314.5,592.62,409.66,210.93,23839.78,782.45,10112.36,470041.98,3060.21,3395.51,31086.37,11347.11,195.84,549500.26,266.31,152032.53,543214.91,295513.49,1971.29,3817.54,17084.6,552.27,155011.21,33267.2,3211.19,2136.13,91789.13,3581.07,727.67,245977.8,1893.15,4231.46,4768.63,43336.67,122.55,112687.23,111.35,24176.46,2183.11,186142.23,4514.42,3418.82,3033.17,3144.43,196731.39,317.63,5520.3,57101.76,1532.16,351.83,244.26,155.09,70.34,508.39,268.32,186798.49,3075.64,6408.27,37288.02,6609.96,37457.35,650.91,26683.23,22301.03,4003.5,930.55,2687.4,149597.63,62847.45,11556.99,77944.31,596.33,121825.53,8855.9,178208.86,4436.97,79.29,536.55,4164.87,3852.18,172.8,12071.5,1187.33,1081.28,27429.98,2008.41,42478.48,57311.78,125193.13,23.51,499.16,13030.88,125.95,3163.23,676.12,49141.72,27251.61,8803.86,8772.06,8772.06,28140.43,4404.33,282718.32,39036.54,37287.92,65471.97,41614.1,1447.63,212803.31,22552.88,71.24,38883.08,1280.33,71409.82,285361.48,1498150.38,226323.18,49684.52,54069.43,26370.95,2484.59,2707.28,24908.34,345094.43,3100.47,7364.87,1288.02,12609.36,3134.27,7064.27,16922.46,53540.59,2891.2,69908.48
RPS10,7505.76,286.12,7859.11,33954.86,554.16,26281.19,2997.96,5267.13,502.69,4745.24,1450.79,2237.6,11287.34,2783.77,21488.68,23282.38,870.51,461.55,436.48,29541.38,961.94,13752.13,460418.71,4337.75,21604.53,27231.32,12123.65,460.46,599999.15,314.41,131926.54,512426.25,278741.78,3460.19,7197.33,20252.49,1116.93,172484.09,36136.2,7684.75,3178.21,94475.01,5098.45,871.54,212884.78,2449.95,5106.68,5772.4,46093.2,309.09,102825.85,201.53,30286.87,8474.1,183372.71,5116.09,8339.82,5699.35,5547.08,148205.45,595.76,9586.62,84683.79,2101.81,685.11,318.4,859.4,927.59,662.52,327.29,181841.81,4998.92,10212.1,35793.49,7465.49,35981.7,791.39,27102.7,25069.45,4041.34,1513.81,5516.59,129222.98,62498.98,10339.97,87094.71,1061.82,170024.51,8399.56,131624.55,11016.0,158.74,1104.36,5007.96,4916.48,395.77,13317.2,1383.36,5415.8,24201.51,3368.43,51321.81,94724.59,100466.28,65.03,647.19,17155.42,868.75,4985.13,781.25,61621.33,27734.11,15709.39,15674.05,15674.05,31043.62,7421.97,192404.63,46449.96,35793.38,66931.04,40597.88,2917.88,158157.58,27942.88,209.32,44027.07,3868.49,94523.62,236227.61,1618296.62,214041.05,53118.57,48184.09,30451.96,5467.55,3324.62,21616.59,321493.06,3628.28,9751.91,1649.25,10880.82,3549.75,9534.37,15031.81,47596.71,4569.88,60328.68
RPS5,7406.24,440.08,8015.87,30852.45,542.08,22037.02,2751.44,5371.75,546.46,4772.49,1908.48,2226.68,10440.25,3772.28,22692.2,20495.22,890.45,445.68,458.5,25300.98,990.65,11803.96,436045.01,3184.6,27974.72,26409.88,11290.46,398.95,577537.28,316.52,128343.6,484744.79,258784.77,3317.54,7070.16,16786.26,1174.62,162357.04,30457.78,8484.52,3432.86,90630.06,4817.54,820.49,201484.76,2358.78,5003.72,5831.19,48906.39,586.3,100991.34,216.26,27124.25,13981.13,166510.3,5013.63,7682.5,5394.81,5753.44,134819.66,527.35,8093.57,76403.33,1581.79,733.04,333.51,1623.91,2101.05,666.76,329.47,181935.14,5301.65,9295.44,33327.35,7206.27,33506.04,724.59,23007.72,23915.14,3450.29,1157.58,6954.78,125775.52,60971.83,8914.07,81454.95,1109.44,171592.57,6992.38,110234.11,12449.14,145.52,1510.83,4968.48,4751.94,362.91,12103.74,1319.25,6179.01,20575.17,4652.68,47208.79,91940.73,94532.36,70.27,603.66,15163.75,1372.33,5395.2,720.49,56716.98,23607.07,14828.45,14794.92,14794.92,27077.55,7263.98,201268.94,39601.29,33327.25,63069.9,37889.18,2840.79,142811.84,24102.84,248.46,40071.64,4446.91,84265.03,223065.65,1559586.09,202837.82,50627.03,44796.84,23388.89,10161.51,3170.51,18130.49,300421.15,3469.27,8044.75,1731.62,10303.13,3366.03,9494.47,12930.78,44239.47,4962.92,57385.76
RLIM,3613.02,184.13,6859.0,19524.1,486.92,26325.77,1345.91,5272.09,208.29,4906.15,709.15,985.63,6108.98,1897.21,13312.35,19359.95,662.91,415.64,227.84,21441.61,821.29,8300.39,359967.62,3883.41,11342.63,18745.69,10207.29,175.83,555552.64,264.77,108017.43,382230.32,197838.2,1927.04,5733.21,16723.74,606.84,135811.19,27003.38,4292.29,2044.77,73996.06,4524.68,778.7,143211.59,2632.06,4306.24,4624.58,27304.11,161.83,82683.38,123.55,26862.42,3493.64,125111.91,5065.4,3727.06,5107.92,3810.52,95538.88,298.57,6006.09,62694.65,1316.65,674.24,258.0,358.97,202.73,476.76,271.63,150225.64,4489.15,4991.66,32644.4,6930.65,32815.05,659.55,22364.47,22765.47,3143.23,924.33,3631.42,105563.22,44283.37,8393.39,76903.78,773.25,121308.18,7891.32,83960.66,3798.59,105.82,644.42,4755.63,4135.94,177.96,12304.26,1230.7,1559.04,21110.0,2315.68,34684.09,76818.97,69976.75,50.8,571.96,11000.43,203.85,4842.47,663.69,26259.37,22937.35,8947.97,8915.96,8915.96,23160.04,5360.45,128431.61,34965.82,32644.3,61180.65,37004.35,2102.36,104762.1,19936.28,162.0,33432.1,1249.02,68762.21,166187.7,1510413.39,172772.44,40851.83,39588.89,23513.11,2623.64,2931.1,17987.49,228387.33,3309.05,8271.75,1508.75,8494.78,3183.31,7086.82,11682.24,39055.61,2222.7,41809.95
RPS4X,9524.85,954.82,7994.43,46168.56,563.0,43941.94,3658.9,5814.09,587.1,5310.64,3782.0,2572.58,9621.5,6306.95,33130.14,36867.75,1157.51,441.57,638.26,38868.55,1101.55,13709.68,596047.6,3461.69,62459.45,41052.15,16105.05,404.14,574404.31,303.33,143412.45,669155.09,416699.8,4450.4,7752.21,30118.92,1803.25,242369.22,44616.62,9106.72,3880.01,112035.26,7371.93,959.41,339005.46,4701.43,4827.14,6293.47,80828.44,985.15,118543.37,198.08,46876.84,29458.28,304945.67,5440.95,11372.47,6194.19,8829.57,229078.38,531.58,9679.42,149222.24,2449.41,1871.83,453.72,2410.81,3419.49,766.28,330.49,256668.98,6456.97,10503.13,49448.17,7361.38,49625.57,731.86,35708.09,23732.23,3826.24,1279.95,12601.22,140863.73,82783.62,9141.99,101416.89,1269.14,290774.62,7907.25,187598.81,16598.55,191.05,1267.0,7018.49,5883.93,457.74,21825.83,1349.49,6141.25,25447.54,8919.17,81837.79,163974.41,116642.71,117.94,675.64,17340.74,2416.5,6128.24,715.09,80585.85,36303.26,23665.55,23632.25,23632.25,43037.32,11297.82,271242.98,62290.38,49448.07,78884.81,53977.14,6754.72,220827.81,37734.8,365.69,61444.38,4702.58,148835.63,339366.25,1556502.41,251435.95,72476.14,55652.45,26328.05,13077.28,3477.88,20671.44,465370.02,4119.29,14775.16,2397.5,10607.7,3376.55,12906.94,13464.93,55099.16,6180.54,88935.69
RPLP0,7024.2,378.9,9044.09,26573.41,560.41,41705.64,3153.44,6103.26,624.84,5679.39,2314.61,1755.9,8987.85,9369.74,32219.24,36206.08,1056.02,449.05,621.96,40317.92,1090.74,7956.65,510838.97,2751.89,34527.01,28474.83,14791.48,334.29,574121.46,306.53,133361.57,576298.58,331163.31,3613.33,7139.66,29674.92,1441.02,251875.07,37512.44,8034.58,4309.79,103468.81,8438.67,865.83,245684.87,3744.97,5040.45,5696.02,47619.12,1760.21,108015.68,186.11,48307.37,19063.34,255238.49,5693.98,9124.97,6039.15,10872.27,141797.09,461.8,6950.65,156246.46,3340.59,1656.02,412.95,2120.96,4421.53,678.14,324.91,228916.0,5937.49,7221.26,42847.14,7298.29,43024.57,699.21,35227.23,23784.53,3671.95,1032.57,13247.96,130812.0,67281.43,8874.58,97407.62,1511.89,275066.65,8242.6,119720.99,13941.1,209.77,1401.84,6774.95,5766.51,365.32,19961.8,1384.85,3716.46,23903.22,7434.8,44387.05,131924.19,81856.49,144.12,705.59,10731.77,1787.13,5737.08,695.69,29926.7,35822.63,15558.48,15525.17,15525.17,37338.22,9122.05,177249.4,61524.35,42847.03,72332.59,47376.86,4331.88,144137.3,32768.73,416.97,58853.94,3325.31,140216.48,243464.04,1556690.35,221839.46,72705.33,53805.79,33157.6,13068.0,3486.12,20142.73,381488.56,3770.31,12165.21,2069.64,9748.43,3332.59,11852.33,13080.53,53252.16,4808.46,54492.12
TMSB10,8612.13,411.76,9252.79,43896.37,590.02,34581.72,3917.51,6107.63,610.64,5445.52,1881.63,2604.33,13632.23,4955.43,30133.76,31597.81,1024.53,488.08,673.21,37264.42,1028.18,14065.67,557045.78,4045.42,32583.62,41790.99,13905.37,483.41,617761.03,351.92,139926.1,613197.34,363290.64,3835.98,7916.23,25965.07,1438.29,216069.97,40497.37,9475.45,3618.44,105449.98,5733.1,926.5,287682.8,2903.31,5451.7,6446.26,61899.92,885.18,108231.76,242.64,38925.6,17417.31,258465.66,5326.67,11558.88,6098.39,7813.95,202811.92,623.83,11008.86,126550.06,2649.77,1020.79,376.19,1485.13,3303.56,789.32,368.23,215378.37,5855.03,11155.78,41221.04,7148.24,41416.52,811.76,32905.66,25838.5,4096.8,1417.16,8301.03,137118.13,81251.63,11122.64,97946.66,1325.58,234758.79,8726.31,177866.79,15035.4,193.27,1284.24,5772.12,5567.2,446.0,16753.99,1455.38,7488.25,25074.21,5821.9,60505.37,108210.9,124788.42,70.36,702.31,21306.75,1278.93,5950.12,794.33,90820.06,33561.55,19023.26,18986.53,18986.53,36230.18,9098.19,257903.88,57027.29,41220.93,73396.13,46211.03,3197.03,206782.96,33311.37,199.46,55671.87,5393.52,130656.0,300514.34,1663107.38,230390.67,64402.17,52206.37,34258.43,12790.18,3561.24,21764.19,415802.12,3836.87,11484.78,2017.58,11978.27,3672.41,11713.4,15548.57,51596.66,6299.73,71817.88
RPS18,11874.51,831.48,9611.96,48934.92,612.61,45177.13,6291.22,7052.58,957.07,6134.71,3460.91,4163.19,20509.53,12017.2,41499.58,48150.16,1399.95,456.61,1639.96,47126.76,1301.98,15383.11,605806.55,4160.59,63572.8,46551.62,17501.71,681.35,578830.82,395.43,153844.81,689357.09,423574.93,5771.48,8981.72,33027.43,2084.53,245045.34,52416.5,12390.09,6833.72,119794.25,8549.7,993.94,346946.23,5017.62,5736.49,8782.38,91658.96,3908.74,126330.25,376.03,52224.98,35142.27,308363.31,5562.71,15858.96,6054.8,13271.15,241244.25,809.13,11120.32,151372.58,4385.2,2064.01,568.68,2575.15,9357.76,1090.49,404.85,261382.24,7070.82,13941.81,54099.13,7434.46,54276.94,811.45,41136.81,24067.3,4499.64,1581.82,16589.19,151293.34,91790.81,12899.03,110414.11,2314.67,296152.95,9675.19,198628.69,26709.52,286.2,2116.95,9180.78,6416.62,717.92,23501.43,1448.42,10644.99,28174.47,12406.42,72589.75,140584.82,133080.26,148.64,694.74,19656.34,2977.86,6597.84,762.85,105763.86,41733.39,27526.66,27493.28,27493.28,48734.35,13509.98,298624.22,72768.14,54099.02,83579.97,58635.61,6364.48,233502.56,44746.4,436.68,74792.43,8481.63,149763.57,355318.57,1561649.5,259192.94,73662.76,58265.12,34299.6,17279.98,3988.04,22301.52,477409.51,4330.88,16515.35,2772.21,13788.87,3444.13,16033.58,17601.19,57710.79,8339.05,91724.8
SNRPG,7585.36,353.19,8160.24,42170.31,583.51,38604.89,3166.95,6100.67,582.69,5533.04,2044.03,2358.06,12704.47,3369.21,26631.24,35947.28,1056.5,476.77,593.06,41283.06,1002.38,13509.13,548125.02,3753.61,21321.19,42690.1,14398.18,433.04,608985.21,337.86,146272.68,608364.46,356325.0,3634.44,7385.93,28948.84,1281.05,226902.04,44491.29,9000.09,3071.47,101344.67,5990.92,940.58,280384.0,3536.01,5318.26,6174.24,53677.56,454.62,108156.23,210.71,43402.51,11620.09,258200.15,5412.7,10628.92,5901.33,7482.28,194027.26,570.23,10492.63,130324.97,3175.7,1343.79,383.48,1060.15,1092.77,761.75,357.62,216049.55,6028.64,10564.44,44292.15,7016.86,44483.0,777.65,36672.25,25298.88,4299.38,1302.07,7833.84,143529.16,79471.1,11688.42,100168.33,1289.47,228960.61,9122.66,175336.14,11787.57,212.82,1194.09,5870.93,5734.05,438.06,17992.8,1432.71,6516.17,26936.93,4534.34,60961.39,114845.09,124502.52,84.65,733.77,19808.72,822.01,5569.12,766.87,87333.57,37312.64,19156.67,19120.83,19120.83,41249.11,9676.81,256762.72,61758.13,44292.04,75848.45,49166.17,3379.56,201941.16,36085.36,221.86,58820.55,4762.7,139962.42,293124.69,1639761.8,239239.37,68506.35,54904.82,35047.89,6166.15,3493.8,23037.31,411376.5,3988.65,12400.53,1811.09,11681.79,3594.99,11637.94,15900.97,54308.93,5080.69,65708.47
UQCRH,7477.31,202.42,8068.46,52317.96,574.49,27942.02,3751.61,5844.45,724.92,5030.73,1007.14,2693.47,12350.74,2221.01,19791.44,26703.72,854.45,485.51,577.01,32071.47,1008.79,16611.46,531945.71,4812.61,17590.35,45615.71,12652.91,538.97,615293.38,344.05,140987.29,576775.55,342594.72,3353.43,7889.54,21010.98,1267.68,188331.87,40583.91,8795.28,2778.45,92354.16,4576.34,896.71,273797.31,2649.44,5624.37,6326.51,62367.61,219.02,101971.65,295.82,32563.32,3665.01,250439.41,5055.2,10404.74,5613.24,6272.26,204843.01,678.28,13221.48,95658.68,1852.15,772.04,331.4,432.04,233.33,753.05,364.45,181098.91,4841.65,12419.04,37044.63,7220.08,37238.53,821.92,28560.02,25799.01,4088.49,1476.76,5684.35,138201.22,75563.59,10871.74,89688.8,1201.81,174914.87,7978.4,191687.85,12534.8,201.43,1451.27,5156.52,5781.45,515.07,13417.31,1460.72,9528.96,24592.07,2337.04,72774.4,93788.94,139596.85,57.68,678.6,20503.42,750.13,5084.93,796.15,105644.29,29210.52,19420.33,19383.91,19383.91,34950.93,9018.75,274016.5,49434.95,37044.52,69054.75,41995.83,2151.13,215627.64,31812.76,189.83,48793.78,6232.43,115822.89,292587.17,1651761.66,227100.38,56560.7,50259.95,30608.38,4308.62,3668.5,22182.01,389839.46,3749.75,12510.47,1601.4,10974.6,3649.96,11558.17,15483.04,49654.92,6041.55,76891.67
MRPL3,3640.53,258.34,6879.63,34171.68,484.63,27214.5,1679.45,5068.88,311.27,4700.3,1503.08,1260.4,6918.51,2387.86,17964.8,19573.81,757.22,413.7,282.37,26145.41,833.68,8854.33,460953.43,2910.51,32173.72,24232.18,11316.24,221.52,550164.09,265.68,125710.51,499052.64,286546.19,1887.65,5980.95,19263.79,1008.53,170374.05,30016.09,4278.39,2452.59,85510.66,3739.86,756.96,228580.17,2318.46,4324.59,4834.65,46486.04,132.93,97617.17,128.29,29563.08,5554.76,211068.67,5041.5,6095.2,5125.42,5299.53,158467.87,342.91,6385.32,80621.69,1176.3,627.64,264.59,530.88,237.22,508.86,275.93,169074.57,3812.84,6239.53,33895.79,7022.06,34064.54,649.69,24487.59,22486.43,3696.76,919.62,5341.02,123283.33,52830.9,8994.2,76051.25,800.08,179607.24,8285.44,137494.31,6504.5,139.17,991.98,4726.25,4276.03,219.42,13816.92,1247.84,1890.71,24493.92,2398.79,72507.69,118591.09,87963.52,57.04,585.06,13017.96,500.88,4282.99,655.42,46712.55,25053.94,12819.48,12787.81,12787.81,24405.17,6313.2,223935.74,42373.65,33895.69,62063.4,38207.81,2841.98,162144.16,22723.33,186.64,36831.87,2135.42,92843.7,245452.07,1498604.71,204801.63,51325.67,46826.19,29931.76,3135.85,2928.74,21768.88,327656.05,3198.68,8194.19,1777.28,9720.09,3147.63,9433.31,13947.11,46298.82,2313.75,73029.84
ZWINT,7256.07,599.88,8586.26,40085.1,569.86,46842.99,3290.04,6150.34,449.42,5682.3,2732.12,2001.56,13806.48,8536.68,34823.73,45232.44,1231.67,435.94,783.99,49376.31,1069.93,11957.22,565386.42,3218.98,41163.66,39699.75,15489.43,259.23,567996.07,303.92,149896.77,641898.19,384090.74,4199.06,6892.41,34106.61,1292.57,255731.53,48833.72,7106.71,4214.91,109026.86,7800.92,949.32,304384.69,4620.4,4723.04,5865.69,63933.73,2000.99,116272.57,143.75,51808.19,21631.26,293383.61,5452.24,9680.65,5935.17,9010.04,197980.9,385.08,8248.93,157255.58,4648.89,1952.73,498.86,2446.77,4507.0,769.3,325.59,240268.28,6041.45,9089.66,51831.4,6515.39,52006.54,691.12,42709.5,23180.55,4450.84,1009.82,11702.79,147378.77,86179.37,11532.46,106795.96,1273.61,285427.82,9392.41,168907.19,12658.52,238.91,905.82,7372.85,5734.44,360.55,22235.24,1339.33,3187.34,28215.07,8012.27,67583.76,159148.87,109080.1,128.82,728.36,15555.45,2029.69,6108.69,686.03,45095.7,43297.24,18379.23,18346.35,18346.35,48243.79,10228.73,239622.82,72629.76,51831.3,80975.06,56304.13,5292.16,196690.33,41111.83,314.98,68806.86,2904.74,153733.52,307982.99,1543448.32,247681.37,77291.59,58646.53,36918.93,12342.73,3372.21,23217.17,437548.57,4100.41,14231.46,2340.12,13357.96,3305.69,12312.18,15235.8,58100.23,5545.51,75150.22
HIST1H2BK,7791.03,229.35,7891.38,60525.72,557.31,24961.46,3999.55,5237.73,795.04,4519.29,1434.69,2824.15,9801.51,2387.7,16333.44,18200.08,782.49,478.62,539.69,22275.75,1028.67,17436.08,456655.96,4810.04,33076.06,40598.31,11006.26,590.94,606021.5,345.31,128912.18,472971.42,280992.55,3353.5,6730.25,15454.71,1375.75,139007.5,36359.48,8940.75,2489.23,87426.8,3761.16,858.38,225521.16,2592.67,5554.66,6105.8,73233.83,186.99,94172.47,291.57,25357.73,5569.42,202079.68,5228.57,9504.35,4333.99,5090.92,172254.39,727.71,12746.38,61804.53,1281.63,636.19,325.95,381.64,194.41,743.27,365.58,154163.31,4345.64,12739.1,31176.05,7725.74,31366.4,819.13,21250.2,25581.41,3640.34,1532.03,5269.86,126177.92,68494.85,9651.49,80488.49,1297.61,137123.43,7961.88,154187.32,14209.95,190.46,1584.32,5037.18,5411.68,562.87,12388.06,1447.77,9427.74,23777.61,2109.76,83572.65,103460.02,131743.34,60.04,618.18,18468.87,892.22,3569.95,784.85,113837.18,21888.62,21259.49,21223.76,21223.76,28956.47,7310.11,239526.78,37742.35,31175.94,62678.71,36035.68,2278.87,176883.03,26728.54,223.08,39185.26,6167.77,93232.82,250386.31,1630308.06,208626.12,45994.36,45408.03,34725.0,4611.55,3493.21,21395.21,314639.59,3635.98,10602.32,1564.13,9746.99,3601.4,11049.64,15110.67,44814.68,5927.77,88267.65
TPT1,9462.11,326.64,7906.35,48106.31,558.87,35194.2,4055.27,5995.76,676.92,5337.62,1416.74,2766.91,10239.69,3329.23,22810.07,27799.28,886.54,466.67,523.47,33107.58,967.98,15963.71,534655.44,4785.97,24621.56,42032.92,13694.07,566.28,602065.14,326.86,135638.39,596022.21,350076.5,4316.64,7909.77,23628.96,1176.66,203986.89,38445.47,9638.34,3075.39,98831.08,6069.8,905.29,277057.86,2982.9,5342.15,6622.36,64936.87,333.22,102926.64,256.31,37719.34,9712.24,252571.29,5193.43,10659.23,6104.97,6901.12,197347.62,701.53,11357.38,113916.7,1814.22,961.13,331.49,1148.27,1031.85,699.48,337.42,200827.95,5759.31,11720.15,39645.94,7373.48,39834.02,808.85,29718.85,25171.93,3568.08,1645.72,6897.97,132934.23,74651.01,9772.47,92893.43,1212.41,203327.11,8479.77,180301.1,14043.33,177.99,1138.78,5547.33,5452.61,509.73,16248.04,1397.65,7673.16,23878.49,4193.87,69021.96,103222.96,129791.24,73.05,677.67,20979.74,1231.89,5924.74,789.26,106591.17,30350.22,19284.66,19249.32,19249.32,36182.49,9359.22,257810.37,51552.58,39645.83,70731.22,44450.24,3262.8,205922.31,32006.97,213.6,51139.33,4677.75,127105.02,288639.96,1618047.92,232445.33,61131.43,50123.22,32632.32,6588.38,3456.85,20561.82,396269.73,3753.58,11491.34,1828.18,10562.39,3574.25,10865.68,14268.55,49535.47,5570.65,72610.19
RPL37A,4960.3,127.52,7513.44,42500.12,528.3,17126.99,2664.74,5009.35,406.85,4465.68,630.39,1813.93,11662.27,1560.64,16775.2,16938.85,672.36,457.09,324.97,23210.53,903.73,15027.3,460985.63,3662.56,13857.58,35567.23,10929.08,357.27,593153.26,301.56,150647.42,499222.72,279462.05,2686.29,4191.77,15158.92,818.78,136607.92,36990.61,4737.3,2500.4,88687.75,3464.37,806.05,232921.87,2040.83,4918.19,5502.9,55542.72,129.95,106725.19,176.63,21931.62,2644.48,179473.76,4893.11,5853.38,2833.78,3608.26,187729.72,491.71,9816.93,45447.29,1623.43,393.17,275.83,194.72,56.09,635.18,308.7,160951.7,2999.0,9534.27,34649.43,7048.9,34836.56,744.37,24598.27,24698.78,4083.56,1234.02,3451.33,147958.63,70594.08,11493.29,80640.61,889.02,103824.33,8550.86,169904.05,8255.14,130.29,979.0,4421.48,4611.72,346.61,10582.38,1351.87,5548.23,25798.75,2029.53,62979.25,81635.82,134258.08,31.39,554.27,17445.71,376.73,2809.55,757.83,76254.27,25226.11,13444.4,13409.25,13409.25,30159.13,6179.32,269072.97,37642.54,34649.32,65587.76,39427.19,1670.17,202507.28,25057.14,140.15,39217.0,3265.36,70178.24,274472.12,1605337.63,218758.61,45887.8,51639.21,28793.07,3223.86,3159.17,24195.95,324120.22,3438.96,9726.95,1200.98,12229.91,3478.21,8321.91,16447.86,51055.39,4550.67,75643.95
RPS16,3502.2,137.04,7591.39,24049.57,540.04,17433.51,1608.06,4692.87,387.34,4197.29,759.46,1315.37,7594.83,1768.95,13803.88,14043.37,685.42,463.25,219.91,19372.27,918.74,8806.73,387881.41,2315.19,19045.85,20128.05,10305.19,262.1,600004.65,301.73,124250.22,423939.67,206475.6,1868.11,4218.11,13391.09,721.3,133469.79,27053.32,3806.01,2160.72,81525.54,3307.94,813.89,155064.43,2100.58,4792.06,4253.27,32225.88,143.0,96942.68,144.31,21829.12,3263.5,128992.52,4709.23,4190.79,3152.97,3897.17,106826.01,398.54,6690.52,49720.53,1113.61,436.45,279.97,244.39,83.98,538.52,313.63,156244.24,2688.39,6149.19,30485.63,6939.88,30675.55,726.37,20215.35,24904.09,3150.94,998.18,4057.88,121522.37,46858.15,8966.93,77581.06,813.62,120785.01,7347.36,89165.65,5699.85,95.63,959.48,4524.02,4504.99,206.55,10426.59,1362.65,2641.5,21401.92,1668.37,46421.14,90255.76,79837.5,41.14,571.36,11175.82,264.33,2936.47,729.41,33351.82,20852.1,9687.4,9651.76,9651.76,21346.41,6096.75,172168.25,33620.45,30485.52,61949.56,35334.53,1685.86,115511.69,19280.23,151.91,31005.29,2191.19,63254.89,188047.86,1626979.79,197643.94,43050.0,44190.72,26235.44,2992.76,3066.82,19400.78,243795.49,3487.0,6700.79,1318.89,9782.11,3509.29,8218.73,12241.03,43599.15,2536.33,54470.1
ACTB,5892.25,347.95,8965.81,27103.82,531.3,35152.21,3181.99,5689.98,296.21,5270.28,2718.29,1601.54,10656.94,11083.72,30096.65,36489.73,1121.15,421.21,894.66,34222.16,1001.55,8462.74,494544.21,2400.69,37420.09,30733.53,14023.96,197.13,560719.53,299.23,113209.37,532192.49,321824.97,3666.4,6410.65,24968.36,1002.01,212752.64,30096.48,5834.61,4648.95,89575.0,7840.12,841.44,249087.04,3233.61,4429.32,5112.2,54522.46,3479.08,91411.48,131.02,42636.71,21318.17,255825.05,5278.78,9343.07,5707.39,10472.51,157168.43,321.0,5767.59,133391.14,3526.26,1319.3,423.76,2317.35,8834.92,643.51,294.54,201105.75,5575.13,5430.57,39866.4,6496.29,40038.76,661.44,29838.13,22800.14,3090.63,890.87,12531.96,110730.55,62963.08,8437.08,92791.78,1512.91,243524.69,7876.94,134416.65,11449.59,155.32,655.31,7536.96,5212.47,229.57,17861.81,1274.98,1406.58,20901.77,8803.42,53668.51,130242.77,89898.25,98.31,669.93,13249.64,2058.02,5698.18,666.89,31119.38,30416.35,13226.5,13194.17,13194.17,33747.26,8284.06,207540.65,58044.04,39866.3,68620.78,44270.56,5065.78,155409.11,29772.32,222.54,53179.3,2704.74,119584.59,246920.76,1527437.58,192126.16,58375.61,43381.92,25361.79,13719.3,3060.97,17152.54,364665.51,3669.94,9758.53,2262.55,9804.17,3229.63,9946.89,11151.33,42844.48,4638.23,65432.39
